證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,date
2409,友達            ,"107,496,556","55,640,269","51,856,287",0.0,0.0,0.0,"14,158,000","500,000","13,658,000","-6,968,212","2,330,788","2,756,000","-425,212","1,497,000","8,040,000","-6,543,000","58,546,075",2020-12-03
3481,群創            ,"101,734,250","66,628,098","35,106,152",0.0,0.0,0.0,"21,443,000",0,"21,443,000","-9,988,361","943,000","3,353,361","-2,410,361","396,005","7,974,005","-7,578,000","46,560,791",2020-12-03
2610,華航            ,"29,771,996","13,299,500","16,472,496",0.0,0.0,0.0,"13,629,000","530,000","13,099,000","176,000","260,000","84,000","176,000",0,0,0,"29,747,496",2020-12-03
2303,聯電            ,"96,418,223","79,448,366","16,969,857",0.0,0.0,0.0,"5,821,000","568,000","5,253,000","1,215,251","3,011,140","1,932,604","1,078,536","1,629,631","1,492,916","136,715","23,438,108",2020-12-03
2027,大成鋼          ,"14,416,724","6,573,000","7,843,724",0.0,0.0,0.0,"1,240,000","15,000","1,225,000","1,807,308","1,490,308","813,000","677,308","1,548,000","418,000","1,130,000","10,876,032",2020-12-03
"=""0056""",元大高股息      ,"160,185","157,000","3,185",0.0,0.0,0.0,0,0,0,"6,894,734",0,0,0,"7,044,734","150,000","6,894,734","6,897,919",2020-12-03
"=""00878""",國泰永續高股息  ,"321,000","22,000","299,000",0.0,0.0,0.0,0,0,0,"5,587,017",0,"20,000","-20,000","7,097,000","1,489,983","5,607,017","5,886,017",2020-12-03
2457,飛宏            ,"9,132,000","3,812,000","5,320,000",0.0,0.0,0.0,0,0,0,"-1,000","1,000","2,000","-1,000",0,0,0,"5,319,000",2020-12-03
6191,精成科          ,"7,465,000","3,181,000","4,284,000",0.0,0.0,0.0,0,0,0,"452,389",0,"1,000","-1,000","574,389","121,000","453,389","4,736,389",2020-12-03
8150,南茂            ,"3,633,000","2,495,000","1,138,000",0.0,0.0,0.0,"3,000,000","397,000","2,603,000","475,000","140,000","111,000","29,000","533,000","87,000","446,000","4,216,000",2020-12-03
2408,南亞科          ,"10,343,030","8,268,915","2,074,115",0.0,0.0,0.0,"3,420,000","512,000","2,908,000","-836,284","707,716","887,000","-179,284","122,000","779,000","-657,000","4,145,831",2020-12-03
"=""00632R""",元大台灣50反1   ,"26,424,000","2,731,000","23,693,000",0.0,0.0,0.0,0,0,0,"-19,553,719","116,000","500,000","-384,000","4,029,630","23,199,349","-19,169,719","4,139,281",2020-12-03
3703,欣陸            ,"5,225,000","1,180,000","4,045,000",0.0,0.0,0.0,0,0,0,"-13,000",0,"2,000","-2,000","33,000","44,000","-11,000","4,032,000",2020-12-03
2014,中鴻            ,"4,732,000","1,698,000","3,034,000",0.0,0.0,0.0,"115,000",0,"115,000","144,000",0,0,0,"144,000",0,"144,000","3,293,000",2020-12-03
2449,京元電子        ,"7,086,990","3,883,990","3,203,000",0.0,0.0,0.0,0,"20,000","-20,000","82,829","324,000","49,171","274,829","10,000","202,000","-192,000","3,265,829",2020-12-03
2337,旺宏            ,"19,524,005","15,171,000","4,353,005",0.0,0.0,0.0,"2,358,000","618,000","1,740,000","-3,011,735","1,490,312","3,724,072","-2,233,760","599,025","1,377,000","-777,975","3,081,270",2020-12-03
1440,南紡            ,"3,836,000","960,000","2,876,000",0.0,0.0,0.0,0,0,0,"137,000","193,000","3,000","190,000","20,000","73,000","-53,000","3,013,000",2020-12-03
3380,明泰            ,"4,344,000","1,795,000","2,549,000",0.0,0.0,0.0,0,0,0,"444,000","359,000","67,000","292,000","172,000","20,000","152,000","2,993,000",2020-12-03
2340,光磊            ,"4,220,000","1,340,000","2,880,000",0.0,0.0,0.0,0,0,0,"109,600","106,000","74,400","31,600","169,000","91,000","78,000","2,989,600",2020-12-03
2489,瑞軒            ,"3,872,000","746,000","3,126,000",0.0,0.0,0.0,0,0,0,"-149,000","34,000","60,000","-26,000","16,000","139,000","-123,000","2,977,000",2020-12-03
2603,長榮            ,"33,003,145","21,912,031","11,091,114",0.0,0.0,0.0,"133,000","4,104,000","-3,971,000","-4,159,325","3,724,000","7,879,325","-4,155,325","247,000","251,000","-4,000","2,960,789",2020-12-03
1718,中纖            ,"3,444,000","802,000","2,642,000",0.0,0.0,0.0,0,0,0,"33,000","26,000","12,000","14,000","19,000",0,"19,000","2,675,000",2020-12-03
2105,正新            ,"4,482,397","1,551,124","2,931,273",0.0,0.0,0.0,"100,000",0,"100,000","-382,826","6,000","325,826","-319,826",0,"63,000","-63,000","2,648,447",2020-12-03
2323,中環            ,"4,868,000","2,244,000","2,624,000",0.0,0.0,0.0,0,0,0,"-1,000","64,000","61,000","3,000","25,000","29,000","-4,000","2,623,000",2020-12-03
3413,京鼎            ,"2,642,000","560,000","2,082,000",0.0,0.0,0.0,"208,000",0,"208,000","153,000","186,000","119,000","67,000","130,000","44,000","86,000","2,443,000",2020-12-03
"=""00671R""",富邦NASDAQ反1   ,"1,562,000","242,000","1,320,000",0.0,0.0,0.0,0,0,0,"939,000",0,0,0,"1,460,000","521,000","939,000","2,259,000",2020-12-03
2890,永豐金          ,"11,342,212","7,926,096","3,416,116",0.0,0.0,0.0,0,"1,315,000","-1,315,000","81,000","2,000","17,000","-15,000","96,000",0,"96,000","2,182,116",2020-12-03
